Date,Date,Date
04/22/2008,04/22/2008,350
04/22/2009,04/22/2009,456
04/22/2010,04/22/2010,338
04/22/2011,04/22/2011,401
04/22/2012,04/22/2012,326
04/22/2013,04/22/2013,427
04/22/2014,04/22/2014,392
04/22/2015,04/22/2015,467
04/22/2016,04/22/2016,414
04/22/2017,04/22/2017,428
04/23/2003,04/23/2003,514
04/23/2004,04/23/2004,505
04/23/2005,04/23/2005,394
04/23/2006,04/23/2006,371
04/23/2007,04/23/2007,373
04/23/2008,04/23/2008,361
04/23/2009,04/23/2009,396
04/23/2010,04/23/2010,357
04/23/2011,04/23/2011,361
04/23/2012,04/23/2012,404
04/23/2013,04/23/2013,442
04/23/2014,04/23/2014,394
04/23/2015,04/23/2015,363
04/23/2016,04/23/2016,447
04/23/2017,04/23/2017,407
04/24/2003,04/24/2003,411
04/24/2004,04/24/2004,493
04/24/2005,04/24/2005,363
04/24/2006,04/24/2006,342
04/24/2007,04/24/2007,389
04/24/2008,04/24/2008,382
04/24/2009,04/24/2009,433
04/24/2010,04/24/2010,370
04/24/2011,04/24/2011,289
04/24/2012,04/24/2012,363
04/24/2013,04/24/2013,474
04/24/2014,04/24/2014,448
04/24/2015,04/24/2015,471
04/24/2016,04/24/2016,382
04/24/2017,04/24/2017,384
04/25/2003,04/25/2003,433
04/25/2004,04/25/2004,430
04/25/2005,04/25/2005,417
04/25/2006,04/25/2006,466
04/25/2007,04/25/2007,348
04/25/2008,04/25/2008,411
04/25/2009,04/25/2009,376
04/25/2010,04/25/2010,352
04/25/2011,04/25/2011,346
04/25/2012,04/25/2012,364
04/25/2013,04/25/2013,422
04/25/2014,04/25/2014,462
04/25/2015,04/25/2015,419
04/25/2016,04/25/2016,383
04/25/2017,04/25/2017,427
04/26/2003,04/26/2003,455
04/26/2004,04/26/2004,415
04/26/2005,04/26/2005,400
04/26/2006,04/26/2006,406
04/26/2007,04/26/2007,370
04/26/2008,04/26/2008,427
04/26/2009,04/26/2009,370
04/26/2010,04/26/2010,343
04/26/2011,04/26/2011,363
04/26/2012,04/26/2012,361
04/26/2013,04/26/2013,354
04/26/2014,04/26/2014,439
04/26/2015,04/26/2015,404
04/26/2016,04/26/2016,352
04/26/2017,04/26/2017,417
04/27/2003,04/27/2003,324
04/27/2004,04/27/2004,472
04/27/2005,04/27/2005,411
04/27/2006,04/27/2006,405
04/27/2007,04/27/2007,396
04/27/2008,04/27/2008,327
04/27/2009,04/27/2009,303
04/27/2010,04/27/2010,372
04/27/2011,04/27/2011,383
04/27/2012,04/27/2012,449
04/27/2013,04/27/2013,456
04/27/2014,04/27/2014,355
04/27/2015,04/27/2015,416
04/27/2016,04/27/2016,365
04/27/2017,04/27/2017,452
04/28/2003,04/28/2003,399
04/28/2004,04/28/2004,421
04/28/2005,04/28/2005,454
04/28/2006,04/28/2006,403
04/28/2007,04/28/2007,359
04/28/2008,04/28/2008,374
04/28/2009,04/28/2009,431
04/28/2010,04/28/2010,368
04/28/2011,04/28/2011,387
04/28/2012,04/28/2012,417
04/28/2013,04/28/2013,400
04/28/2014,04/28/2014,414
04/28/2015,04/28/2015,404
04/28/2016,04/28/2016,449
04/28/2017,04/28/2017,473
04/29/2003,04/29/2003,415
04/29/2004,04/29/2004,441
04/29/2005,04/29/2005,417
04/29/2006,04/29/2006,368
04/29/2007,04/29/2007,338
04/29/2008,04/29/2008,372
04/29/2009,04/29/2009,399
04/29/2010,04/29/2010,331
04/29/2011,04/29/2011,356
04/29/2012,04/29/2012,331
04/29/2013,04/29/2013,405
04/29/2014,04/29/2014,375
04/29/2015,04/29/2015,470
04/29/2016,04/29/2016,427
04/29/2017,04/29/2017,449
04/30/2003,04/30/2003,416
04/30/2004,04/30/2004,426
04/30/2005,04/30/2005,372
04/30/2006,04/30/2006,330
04/30/2007,04/30/2007,319
04/30/2008,04/30/2008,324
04/30/2009,04/30/2009,428
04/30/2010,04/30/2010,355
04/30/2011,04/30/2011,371
04/30/2012,04/30/2012,402
04/30/2013,04/30/2013,393
04/30/2014,04/30/2014,388
04/30/2015,04/30/2015,460
04/30/2016,04/30/2016,424
04/30/2017,04/30/2017,444
05/01/2003,05/01/2003,499
05/01/2004,05/01/2004,482
05/01/2005,05/01/2005,403
05/01/2006,05/01/2006,429
05/01/2007,05/01/2007,390
05/01/2008,05/01/2008,484
05/01/2009,05/01/2009,426
05/01/2010,05/01/2010,370
05/01/2011,05/01/2011,441
05/01/2012,05/01/2012,402
05/01/2013,05/01/2013,473
05/01/2014,05/01/2014,446
05/01/2015,05/01/2015,475
05/01/2016,05/01/2016,482
05/01/2017,05/01/2017,470
05/02/2003,05/02/2003,448
05/02/2004,05/02/2004,382
05/02/2005,05/02/2005,382
05/02/2006,05/02/2006,327
05/02/2007,05/02/2007,372
05/02/2008,05/02/2008,438
05/02/2009,05/02/2009,357
05/02/2010,05/02/2010,316
05/02/2011,05/02/2011,329
05/02/2012,05/02/2012,386
05/02/2013,05/02/2013,404
05/02/2014,05/02/2014,425
05/02/2015,05/02/2015,401
05/02/2016,05/02/2016,382
05/02/2017,05/02/2017,409
05/03/2003,05/03/2003,338
05/03/2004,05/03/2004,393
05/03/2005,05/03/2005,356
05/03/2006,05/03/2006,355
05/03/2007,05/03/2007,323
05/03/2008,05/03/2008,432
05/03/2009,05/03/2009,307
05/03/2010,05/03/2010,361
05/03/2011,05/03/2011,316
05/03/2012,05/03/2012,367
05/03/2013,05/03/2013,416
05/03/2014,05/03/2014,380
05/03/2015,05/03/2015,399
05/03/2016,05/03/2016,348
05/03/2017,05/03/2017,414
05/04/2003,05/04/2003,341
05/04/2004,05/04/2004,432
05/04/2005,05/04/2005,398
05/04/2006,05/04/2006,303
05/04/2007,05/04/2007,377
05/04/2008,05/04/2008,387
05/04/2009,05/04/2009,378
05/04/2010,05/04/2010,376
05/04/2011,05/04/2011,388
05/04/2012,05/04/2012,442
05/04/2013,05/04/2013,379
05/04/2014,05/04/2014,357
05/04/2015,05/04/2015,395
05/04/2016,05/04/2016,387
05/04/2017,05/04/2017,414
05/05/2003,05/05/2003,400
05/05/2004,05/05/2004,433
05/05/2005,05/05/2005,411
05/05/2006,05/05/2006,344
05/05/2007,05/05/2007,395
05/05/2008,05/05/2008,373
05/05/2009,05/05/2009,333
05/05/2010,05/05/2010,449
05/05/2011,05/05/2011,405
05/05/2012,05/05/2012,404
05/05/2013,05/05/2013,452
05/05/2014,05/05/2014,388
05/05/2015,05/05/2015,449
05/05/2016,05/05/2016,456
05/05/2017,05/05/2017,428
05/06/2003,05/06/2003,434
05/06/2004,05/06/2004,449
05/06/2005,05/06/2005,422
05/06/2006,05/06/2006,346
05/06/2007,05/06/2007,416
05/06/2008,05/06/2008,362
05/06/2009,05/06/2009,425
05/06/2010,05/06/2010,365
05/06/2011,05/06/2011,383
05/06/2012,05/06/2012,387
05/06/2013,05/06/2013,425
05/06/2014,05/06/2014,426
05/06/2015,05/06/2015,449
05/06/2016,05/06/2016,439
05/06/2017,05/06/2017,421
05/07/2003,05/07/2003,415
05/07/2004,05/07/2004,475
05/07/2005,05/07/2005,413
05/07/2006,05/07/2006,310
05/07/2007,05/07/2007,394
05/07/2008,05/07/2008,373
05/07/2009,05/07/2009,370
05/07/2010,05/07/2010,401
05/07/2011,05/07/2011,344
05/07/2012,05/07/2012,335
05/07/2013,05/07/2013,463
05/07/2014,05/07/2014,368
05/07/2015,05/07/2015,504
05/07/2016,05/07/2016,421
05/07/2017,05/07/2017,433
05/08/2003,05/08/2003,452
05/08/2004,05/08/2004,411
05/08/2005,05/08/2005,389
05/08/2006,05/08/2006,338
05/08/2007,05/08/2007,404
05/08/2008,05/08/2008,356
05/08/2009,05/08/2009,421
05/08/2010,05/08/2010,411
05/08/2011,05/08/2011,309
05/08/2012,05/08/2012,421
05/08/2013,05/08/2013,405
05/08/2014,05/08/2014,355
05/08/2015,05/08/2015,470
05/08/2016,05/08/2016,330
05/08/2017,05/08/2017,447
05/09/2003,05/09/2003,432
05/09/2004,05/09/2004,384
05/09/2005,05/09/2005,340
05/09/2006,05/09/2006,350
05/09/2007,05/09/2007,376
05/09/2008,05/09/2008,377
05/09/2009,05/09/2009,369
05/09/2010,05/09/2010,327
05/09/2011,05/09/2011,351
05/09/2012,05/09/2012,377
05/09/2013,05/09/2013,481
05/09/2014,05/09/2014,409
05/09/2015,05/09/2015,416
05/09/2016,05/09/2016,326
05/09/2017,05/09/2017,391
05/10/2003,05/10/2003,373
05/10/2004,05/10/2004,392
05/10/2005,05/10/2005,397
05/10/2006,05/10/2006,415
05/10/2007,05/10/2007,362
05/10/2008,05/10/2008,409
05/10/2009,05/10/2009,305
05/10/2010,05/10/2010,344
05/10/2011,05/10/2011,320
05/10/2012,05/10/2012,386
05/10/2013,05/10/2013,454
05/10/2014,05/10/2014,386
05/10/2015,05/10/2015,371
05/10/2016,05/10/2016,383
05/10/2017,05/10/2017,439
05/11/2003,05/11/2003,337
05/11/2004,05/11/2004,458
05/11/2005,05/11/2005,427
05/11/2006,05/11/2006,342
05/11/2007,05/11/2007,412
05/11/2008,05/11/2008,343
05/11/2009,05/11/2009,387
05/11/2010,05/11/2010,365
05/11/2011,05/11/2011,363
05/11/2012,05/11/2012,442
05/11/2013,05/11/2013,381
05/11/2014,05/11/2014,372
05/11/2015,05/11/2015,459
05/11/2016,05/11/2016,381
05/11/2017,05/11/2017,424
05/12/2003,05/12/2003,442
05/12/2004,05/12/2004,453
05/12/2005,05/12/2005,413
05/12/2006,05/12/2006,410
05/12/2007,05/12/2007,341
05/12/2008,05/12/2008,316
05/12/2009,05/12/2009,395
05/12/2010,05/12/2010,392
05/12/2011,05/12/2011,325
05/12/2012,05/12/2012,386
05/12/2013,05/12/2013,372
05/12/2014,05/12/2014,338
05/12/2015,05/12/2015,396
05/12/2016,05/12/2016,398
05/12/2017,05/12/2017,460
05/13/2003,05/13/2003,474
05/13/2004,05/13/2004,416
05/13/2005,05/13/2005,419
05/13/2006,05/13/2006,355
05/13/2007,05/13/2007,318
05/13/2008,05/13/2008,332
05/13/2009,05/13/2009,379
05/13/2010,05/13/2010,362
05/13/2011,05/13/2011,403
05/13/2012,05/13/2012,310
05/13/2013,05/13/2013,298
05/13/2014,05/13/2014,382
05/13/2015,05/13/2015,412
05/13/2016,05/13/2016,442
05/13/2017,05/13/2017,422
05/14/2003,05/14/2003,464
05/14/2004,05/14/2004,430
05/14/2005,05/14/2005,378
05/14/2006,05/14/2006,357
05/14/2007,05/14/2007,350
05/14/2008,05/14/2008,395
05/14/2009,05/14/2009,392
05/14/2010,05/14/2010,414
05/14/2011,05/14/2011,360
05/14/2012,05/14/2012,346
05/14/2013,05/14/2013,356
05/14/2014,05/14/2014,412
05/14/2015,05/14/2015,455
05/14/2016,05/14/2016,427
05/14/2017,05/14/2017,356
05/15/2003,05/15/2003,450
05/15/2004,05/15/2004,418
05/15/2005,05/15/2005,374
05/15/2006,05/15/2006,409
05/15/2007,05/15/2007,382
05/15/2008,05/15/2008,336
05/15/2009,05/15/2009,456
05/15/2010,05/15/2010,330
05/15/2011,05/15/2011,424
05/15/2012,05/15/2012,383
05/15/2013,05/15/2013,420
05/15/2014,05/15/2014,413
05/15/2015,05/15/2015,485
05/15/2016,05/15/2016,440
05/15/2017,05/15/2017,485
05/16/2003,05/16/2003,446
05/16/2004,05/16/2004,390
05/16/2005,05/16/2005,422
05/16/2006,05/16/2006,393
05/16/2007,05/16/2007,375
05/16/2008,05/16/2008,384
05/16/2009,05/16/2009,359
05/16/2010,05/16/2010,423
05/16/2011,05/16/2011,337
05/16/2012,05/16/2012,409
05/16/2013,05/16/2013,421
05/16/2014,05/16/2014,406
05/16/2015,05/16/2015,470
05/16/2016,05/16/2016,431
05/16/2017,05/16/2017,475
05/17/2003,05/17/2003,337
05/17/2004,05/17/2004,400
05/17/2005,05/17/2005,369
05/17/2006,05/17/2006,349
05/17/2007,05/17/2007,334
05/17/2008,05/17/2008,404
05/17/2009,05/17/2009,462
05/17/2010,05/17/2010,346
05/17/2011,05/17/2011,339
05/17/2012,05/17/2012,332
05/17/2013,05/17/2013,486
05/17/2014,05/17/2014,454
05/17/2015,05/17/2015,493
05/17/2016,05/17/2016,431
05/17/2017,05/17/2017,407
05/18/2003,05/18/2003,376
05/18/2004,05/18/2004,486
05/18/2005,05/18/2005,391
05/18/2006,05/18/2006,358
05/18/2007,05/18/2007,390
05/18/2008,05/18/2008,365
05/18/2009,05/18/2009,373
05/18/2010,05/18/2010,363
05/18/2011,05/18/2011,371
05/18/2012,05/18/2012,398
05/18/2013,05/18/2013,393
05/18/2014,05/18/2014,436
05/18/2015,05/18/2015,413
05/18/2016,05/18/2016,393
05/18/2017,05/18/2017,433
05/19/2003,05/19/2003,389
05/19/2004,05/19/2004,465
05/19/2005,05/19/2005,447
05/19/2006,05/19/2006,426
05/19/2007,05/19/2007,342
05/19/2008,05/19/2008,368
05/19/2009,05/19/2009,358
05/19/2010,05/19/2010,490
05/19/2011,05/19/2011,422
05/19/2012,05/19/2012,396
05/19/2013,05/19/2013,468
05/19/2014,05/19/2014,389
05/19/2015,05/19/2015,452
05/19/2016,05/19/2016,394
05/19/2017,05/19/2017,427
05/20/2003,05/20/2003,411
05/20/2004,05/20/2004,438
05/20/2005,05/20/2005,438
05/20/2006,05/20/2006,409
05/20/2007,05/20/2007,367
05/20/2008,05/20/2008,442
05/20/2009,05/20/2009,369
05/20/2010,05/20/2010,376
05/20/2011,05/20/2011,375
05/20/2012,05/20/2012,435
05/20/2013,05/20/2013,432
05/20/2014,05/20/2014,393
05/20/2015,05/20/2015,428
05/20/2016,05/20/2016,450
05/20/2017,05/20/2017,454
05/21/2003,05/21/2003,395
05/21/2004,05/21/2004,458
05/21/2005,05/21/2005,440
05/21/2006,05/21/2006,358
05/21/2007,05/21/2007,366
05/21/2008,05/21/2008,316
05/21/2009,05/21/2009,334
05/21/2010,05/21/2010,414
05/21/2011,05/21/2011,458
05/21/2012,05/21/2012,349
05/21/2013,05/21/2013,409
05/21/2014,05/21/2014,413
05/21/2015,05/21/2015,431
05/21/2016,05/21/2016,387
05/21/2017,05/21/2017,436
05/22/2003,05/22/2003,428
05/22/2004,05/22/2004,484
05/22/2005,05/22/2005,350
05/22/2006,05/22/2006,386
05/22/2007,05/22/2007,408
05/22/2008,05/22/2008,388
05/22/2009,05/22/2009,302
05/22/2010,05/22/2010,399
05/22/2011,05/22/2011,343
05/22/2012,05/22/2012,357
05/22/2013,05/22/2013,389
05/22/2014,05/22/2014,379
05/22/2015,05/22/2015,535
05/22/2016,05/22/2016,360
05/22/2017,05/22/2017,407
05/23/2003,05/23/2003,412
05/23/2004,05/23/2004,384
05/23/2005,05/23/2005,343
05/23/2006,05/23/2006,352
05/23/2007,05/23/2007,304
05/23/2008,05/23/2008,395
05/23/2009,05/23/2009,350
05/23/2010,05/23/2010,347
05/23/2011,05/23/2011,317
05/23/2012,05/23/2012,381
05/23/2013,05/23/2013,384
05/23/2014,05/23/2014,448
05/23/2015,05/23/2015,491
05/23/2016,05/23/2016,485
05/23/2017,05/23/2017,481
05/24/2003,05/24/2003,386
05/24/2004,05/24/2004,412
05/24/2005,05/24/2005,370
05/24/2006,05/24/2006,385
05/24/2007,05/24/2007,341
05/24/2008,05/24/2008,399
05/24/2009,05/24/2009,322
05/24/2010,05/24/2010,384
05/24/2011,05/24/2011,394
05/24/2012,05/24/2012,370
05/24/2013,05/24/2013,512
05/24/2014,05/24/2014,397
05/24/2015,05/24/2015,409
05/24/2016,05/24/2016,452
05/24/2017,05/24/2017,384
05/25/2003,05/25/2003,316
05/25/2004,05/25/2004,447
05/25/2005,05/25/2005,450
05/25/2006,05/25/2006,424
05/25/2007,05/25/2007,397
05/25/2008,05/25/2008,383
05/25/2009,05/25/2009,372
05/25/2010,05/25/2010,351
05/25/2011,05/25/2011,367
05/25/2012,05/25/2012,403
05/25/2013,05/25/2013,399
05/25/2014,05/25/2014,433
05/25/2015,05/25/2015,427
05/25/2016,05/25/2016,395
05/25/2017,05/25/2017,460
05/26/2003,05/26/2003,354
05/26/2004,05/26/2004,484
05/26/2005,05/26/2005,353
05/26/2006,05/26/2006,442
05/26/2007,05/26/2007,373
05/26/2008,05/26/2008,367
05/26/2009,05/26/2009,326
05/26/2010,05/26/2010,391
05/26/2011,05/26/2011,370
05/26/2012,05/26/2012,380
05/26/2013,05/26/2013,447
05/26/2014,05/26/2014,407
05/26/2015,05/26/2015,383
05/26/2016,05/26/2016,402
05/26/2017,05/26/2017,460
05/27/2003,05/27/2003,454
05/27/2004,05/27/2004,416
05/27/2005,05/27/2005,453
05/27/2006,05/27/2006,359
05/27/2007,05/27/2007,329
05/27/2008,05/27/2008,368
05/27/2009,05/27/2009,353
05/27/2010,05/27/2010,353
05/27/2011,05/27/2011,460
05/27/2012,05/27/2012,357
05/27/2013,05/27/2013,339
05/27/2014,05/27/2014,396
05/27/2015,05/27/2015,450
05/27/2016,05/27/2016,459
05/27/2017,05/27/2017,474
05/28/2003,05/28/2003,373
05/28/2004,05/28/2004,474
05/28/2005,05/28/2005,372
05/28/2006,05/28/2006,365
05/28/2007,05/28/2007,345
05/28/2008,05/28/2008,403
05/28/2009,05/28/2009,330
05/28/2010,05/28/2010,393
05/28/2011,05/28/2011,413
05/28/2012,05/28/2012,329
05/28/2013,05/28/2013,415
05/28/2014,05/28/2014,400
05/28/2015,05/28/2015,426
05/28/2016,05/28/2016,388
05/28/2017,05/28/2017,433
05/29/2003,05/29/2003,445
05/29/2004,05/29/2004,382
05/29/2005,05/29/2005,384
05/29/2006,05/29/2006,376
05/29/2007,05/29/2007,401
05/29/2008,05/29/2008,371
05/29/2009,05/29/2009,382
05/29/2010,05/29/2010,325
05/29/2011,05/29/2011,401
05/29/2012,05/29/2012,380
05/29/2013,05/29/2013,385
05/29/2014,05/29/2014,383
05/29/2015,05/29/2015,449
05/29/2016,05/29/2016,445
05/29/2017,05/29/2017,372
05/30/2003,05/30/2003,395
05/30/2004,05/30/2004,429
05/30/2005,05/30/2005,411
05/30/2006,05/30/2006,342
05/30/2007,05/30/2007,359
05/30/2008,05/30/2008,429
05/30/2009,05/30/2009,373
05/30/2010,05/30/2010,354
05/30/2011,05/30/2011,294
05/30/2012,05/30/2012,411
05/30/2013,05/30/2013,381
05/30/2014,05/30/2014,375
05/30/2015,05/30/2015,522
05/30/2016,05/30/2016,405
05/30/2017,05/30/2017,331
05/31/2003,05/31/2003,389
05/31/2004,05/31/2004,403
05/31/2005,05/31/2005,387
05/31/2006,05/31/2006,343
05/31/2007,05/31/2007,335
05/31/2008,05/31/2008,386
05/31/2009,05/31/2009,299
05/31/2010,05/31/2010,281
05/31/2011,05/31/2011,329
05/31/2012,05/31/2012,352
05/31/2013,05/31/2013,438
05/31/2014,05/31/2014,348
05/31/2015,05/31/2015,414
05/31/2016,05/31/2016,413
05/31/2017,05/31/2017,392
06/01/2003,06/01/2003,442
06/01/2004,06/01/2004,468
06/01/2005,06/01/2005,504
06/01/2006,06/01/2006,481
06/01/2007,06/01/2007,478
06/01/2008,06/01/2008,455
06/01/2009,06/01/2009,448
06/01/2010,06/01/2010,452
06/01/2011,06/01/2011,468
06/01/2012,06/01/2012,460
06/01/2013,06/01/2013,516
06/01/2014,06/01/2014,367
06/01/2015,06/01/2015,536
06/01/2016,06/01/2016,481
06/01/2017,06/01/2017,464
06/02/2003,06/02/2003,448
06/02/2004,06/02/2004,485
06/02/2005,06/02/2005,389
06/02/2006,06/02/2006,378
06/02/2007,06/02/2007,326
06/02/2008,06/02/2008,373
06/02/2009,06/02/2009,418
06/02/2010,06/02/2010,410
06/02/2011,06/02/2011,369
06/02/2012,06/02/2012,370
06/02/2013,06/02/2013,373
06/02/2014,06/02/2014,394
06/02/2015,06/02/2015,442
06/02/2016,06/02/2016,415
06/02/2017,06/02/2017,428
06/03/2003,06/03/2003,407
06/03/2004,06/03/2004,401
06/03/2005,06/03/2005,430
06/03/2006,06/03/2006,356
06/03/2007,06/03/2007,329
06/03/2008,06/03/2008,362
06/03/2009,06/03/2009,385
06/03/2010,06/03/2010,325
06/03/2011,06/03/2011,399
06/03/2012,06/03/2012,371
06/03/2013,06/03/2013,436
06/03/2014,06/03/2014,403
06/03/2015,06/03/2015,439
06/03/2016,06/03/2016,382
06/03/2017,06/03/2017,397
06/04/2003,06/04/2003,435
06/04/2004,06/04/2004,450
06/04/2005,06/04/2005,362
06/04/2006,06/04/2006,406
06/04/2007,06/04/2007,343
06/04/2008,06/04/2008,382
06/04/2009,06/04/2009,354
06/04/2010,06/04/2010,406
06/04/2011,06/04/2011,372
06/04/2012,06/04/2012,348
06/04/2013,06/04/2013,375
06/04/2014,06/04/2014,471
06/04/2015,06/04/2015,347
06/04/2016,06/04/2016,368
06/04/2017,06/04/2017,398
06/05/2003,06/05/2003,423
06/05/2004,06/05/2004,404
06/05/2005,06/05/2005,315
06/05/2006,06/05/2006,363
06/05/2007,06/05/2007,371
06/05/2008,06/05/2008,375
06/05/2009,06/05/2009,369
06/05/2010,06/05/2010,352
06/05/2011,06/05/2011,387
06/05/2012,06/05/2012,327
06/05/2013,06/05/2013,357
06/05/2014,06/05/2014,415
06/05/2015,06/05/2015,482
06/05/2016,06/05/2016,369
06/05/2017,06/05/2017,438
06/06/2003,06/06/2003,414
06/06/2004,06/06/2004,294
06/06/2005,06/06/2005,328
06/06/2006,06/06/2006,406
06/06/2007,06/06/2007,356
06/06/2008,06/06/2008,407
06/06/2009,06/06/2009,330
06/06/2010,06/06/2010,357
06/06/2011,06/06/2011,308
06/06/2012,06/06/2012,317
06/06/2013,06/06/2013,379
06/06/2014,06/06/2014,419
06/06/2015,06/06/2015,470
06/06/2016,06/06/2016,328
06/06/2017,06/06/2017,366
06/07/2003,06/07/2003,339
06/07/2004,06/07/2004,346
06/07/2005,06/07/2005,372
06/07/2006,06/07/2006,439
06/07/2007,06/07/2007,319
06/07/2008,06/07/2008,342
06/07/2009,06/07/2009,338
06/07/2010,06/07/2010,348
06/07/2011,06/07/2011,317
06/07/2012,06/07/2012,295
06/07/2013,06/07/2013,448
06/07/2014,06/07/2014,382
06/07/2015,06/07/2015,409
06/07/2016,06/07/2016,381
06/07/2017,06/07/2017,427
06/08/2003,06/08/2003,381
06/08/2004,06/08/2004,483
06/08/2005,06/08/2005,366
06/08/2006,06/08/2006,358
06/08/2007,06/08/2007,374
06/08/2008,06/08/2008,379
06/08/2009,06/08/2009,363
06/08/2010,06/08/2010,335
06/08/2011,06/08/2011,372
06/08/2012,06/08/2012,328
06/08/2013,06/08/2013,357
06/08/2014,06/08/2014,307
06/08/2015,06/08/2015,410
06/08/2016,06/08/2016,381
06/08/2017,06/08/2017,396
06/09/2003,06/09/2003,406
06/09/2004,06/09/2004,411
06/09/2005,06/09/2005,380
06/09/2006,06/09/2006,405
06/09/2007,06/09/2007,339
06/09/2008,06/09/2008,325
06/09/2009,06/09/2009,389
06/09/2010,06/09/2010,338
06/09/2011,06/09/2011,320
06/09/2012,06/09/2012,306
06/09/2013,06/09/2013,352
06/09/2014,06/09/2014,361
06/09/2015,06/09/2015,437
06/09/2016,06/09/2016,394
06/09/2017,06/09/2017,431
06/10/2003,06/10/2003,461
06/10/2004,06/10/2004,431
06/10/2005,06/10/2005,462
06/10/2006,06/10/2006,386
06/10/2007,06/10/2007,341
06/10/2008,06/10/2008,327
06/10/2010,06/10/2010,334
06/10/2011,06/10/2011,337
06/10/2012,06/10/2012,330
06/10/2013,06/10/2013,427
06/10/2014,06/10/2014,374
06/10/2015,06/10/2015,430
06/10/2016,06/10/2016,418
06/10/2017,06/10/2017,401
06/11/2003,06/11/2003,391
06/11/2004,06/11/2004,375
06/11/2005,06/11/2005,357
06/11/2006,06/11/2006,341
06/11/2007,06/11/2007,400
06/11/2008,06/11/2008,365
06/11/2009,06/11/2009,365
06/11/2010,06/11/2010,361
06/11/2011,06/11/2011,371
06/11/2012,06/11/2012,337
06/11/2013,06/11/2013,451
06/11/2014,06/11/2014,360
06/11/2015,06/11/2015,448
06/11/2016,06/11/2016,376
06/11/2017,06/11/2017,379
06/12/2003,06/12/2003,426
06/12/2004,06/12/2004,426
06/12/2005,06/12/2005,367
06/12/2006,06/12/2006,363
06/12/2007,06/12/2007,458
06/12/2008,06/12/2008,364
06/12/2009,06/12/2009,375
06/12/2010,06/12/2010,359
06/12/2011,06/12/2011,292
06/12/2012,06/12/2012,296
06/12/2013,06/12/2013,432
06/12/2014,06/12/2014,360
06/12/2015,06/12/2015,502
06/12/2016,06/12/2016,403
06/12/2017,06/12/2017,397
06/13/2003,06/13/2003,439
06/13/2004,06/13/2004,350
06/13/2005,06/13/2005,351
06/13/2006,06/13/2006,401
06/13/2007,06/13/2007,356
06/13/2008,06/13/2008,372
06/13/2009,06/13/2009,331
06/13/2010,06/13/2010,336
06/13/2011,06/13/2011,306
06/13/2012,06/13/2012,381
06/13/2013,06/13/2013,408
06/13/2014,06/13/2014,391
06/13/2015,06/13/2015,429
06/13/2016,06/13/2016,378
06/13/2017,06/13/2017,392
06/14/2003,06/14/2003,355
06/14/2004,06/14/2004,429
06/14/2005,06/14/2005,378
06/14/2006,06/14/2006,418
06/14/2007,06/14/2007,347
06/14/2008,06/14/2008,372
06/14/2009,06/14/2009,315
06/14/2010,06/14/2010,380
06/14/2011,06/14/2011,346
06/14/2012,06/14/2012,323
06/14/2013,06/14/2013,431
06/14/2014,06/14/2014,375
06/14/2015,06/14/2015,401
06/14/2016,06/14/2016,362
06/14/2017,06/14/2017,403
06/15/2003,06/15/2003,320
06/15/2004,06/15/2004,418
06/15/2005,06/15/2005,346
06/15/2006,06/15/2006,413
06/15/2007,06/15/2007,463
06/15/2008,06/15/2008,352
06/15/2009,06/15/2009,386
06/15/2010,06/15/2010,376
06/15/2011,06/15/2011,390
06/15/2012,06/15/2012,370
06/15/2013,06/15/2013,370
06/15/2014,06/15/2014,375
06/15/2015,06/15/2015,469
06/15/2016,06/15/2016,437
06/15/2017,06/15/2017,399
06/16/2003,06/16/2003,379
06/16/2004,06/16/2004,355
06/16/2005,06/16/2005,348
06/16/2006,06/16/2006,430
06/16/2007,06/16/2007,377
06/16/2008,06/16/2008,248
06/16/2009,06/16/2009,352
06/16/2010,06/16/2010,416
06/16/2011,06/16/2011,359
06/16/2012,06/16/2012,319
06/16/2013,06/16/2013,372
06/16/2014,06/16/2014,362
06/16/2015,06/16/2015,453
06/16/2016,06/16/2016,425
06/16/2017,06/16/2017,446
06/17/2003,06/17/2003,378
06/17/2004,06/17/2004,374
06/17/2005,06/17/2005,407
06/17/2006,06/17/2006,430
06/17/2007,06/17/2007,326
06/17/2008,06/17/2008,267
06/17/2009,06/17/2009,408
06/17/2010,06/17/2010,373
06/17/2011,06/17/2011,349
06/17/2012,06/17/2012,343
06/17/2013,06/17/2013,396
06/17/2014,06/17/2014,401
06/17/2015,06/17/2015,423
06/17/2016,06/17/2016,403
06/17/2017,06/17/2017,412
06/18/2003,06/18/2003,393
06/18/2004,06/18/2004,456
06/18/2005,06/18/2005,399
06/18/2006,06/18/2006,363
06/18/2007,06/18/2007,329
06/18/2008,06/18/2008,276
06/18/2009,06/18/2009,364
06/18/2010,06/18/2010,379
06/18/2011,06/18/2011,400
06/18/2012,06/18/2012,341
06/18/2013,06/18/2013,431
06/18/2014,06/18/2014,378
06/18/2015,06/18/2015,382
06/18/2016,06/18/2016,402
06/18/2017,06/18/2017,383
06/19/2003,06/19/2003,399
06/19/2004,06/19/2004,461
06/19/2005,06/19/2005,333
06/19/2006,06/19/2006,358
06/19/2007,06/19/2007,362
06/19/2008,06/19/2008,335
06/19/2009,06/19/2009,369
06/19/2010,06/19/2010,364
06/19/2011,06/19/2011,335
06/19/2012,06/19/2012,345
